B35-2       	085.66043439991370	+09.24698896427842065	12.334500	 1.55398000	 2.508070	27.5823	 2.44440	 2.510000	 1.604550	38	13	
B35-3       	086.11211201894540	+09.20108985900879084	13.203600	 2.69296000	 2.586790	28.5577	 2.51460	 1.797260	 2.237550	18	9	
lambdaOri-1 	083.82533633013961	+09.92341652611525937	12.024100	 0.34733500	 3.116650	27.0254	 2.43220	 3.470000	 3.661500	55	27	
lambdaOri-2 	083.66544342041020	+09.84244815576082033	13.926800	 1.16623000	 2.916780	29.0606	 2.41920	 4.388580	 5.086000	47	23	
lambdaOri-3 	083.79917765530919	+09.30895993090556040	 9.962900	 0.49458600	 2.383420	25.1293	 2.33820	 2.733850	 3.699500	26	4	
lambdaOri-4 	082.98048400878911	+09.38577442320305089	         	 1.02063000	 2.767380	31.1360	 2.50046	 6.022120	         	15	2	
lambdaOri-5 	083.70191192626950	+09.93784999847411932	11.921900	 0.32766700	 3.172830	27.0680	 2.54200	 2.000000	 3.748000	14	14	
lambdaOri-6 	083.81069183349609	+09.87431812286376953	11.306000	 0.26926200	 3.560980	26.3932	 2.52400	 3.268770	 5.414500	11	11	
lambdaOri-7 	083.80076289521240	+09.86418533325194957	11.640600	 0.43016700	 3.474420	26.7532	 2.65000	 1.820000	 3.202000	11	6	
lambdaOri-8 	082.30924256569659	+09.44877534041551037	         	-0.56710100	 2.706730	       	 2.49833	 2.880000	         	10	0	
spurious-1  	087.09729256516430	-05.27880213612730032	         	-2.31371000	 2.838220	       	 2.23411	 8.710000	         	19	0	
spurious-2  	086.21942592968659	+07.02196885629838974	         	-3.38991000	 2.515960	       	 2.21445	 4.611640	         	16	0	
spurious-3  	088.52251097425361	-05.14853771971892993	         	-2.20633000	 2.720810	       	 2.22795	10.500000	         	14	0	
spurious-4  	079.64926321604290	+07.60393845365611032	         	 1.26995000	 1.033110	       	 2.46889	 1.580000	         	12	0	
spurious-5  	084.30589213615769	-04.31912800743563974	         	-2.57495000	 3.860570	       	 2.27011	 5.500000	         	11	0	
spurious-6  	075.75624579108189	+12.94485331399999950	         	-0.11062000	 3.434110	       	 3.17065	 3.630000	         	11	0	
										5822	2052	7874
